customer_id,age_group,city,occupation,income_level,register_date,aum,risk_appetite,vip_level,has_app
C004739,25-34,南京,其他,10-30万,2022-08-05,155640.14,R1,普通,1
C004740,45-54,北京,专业技术,30-50万,2018-10-03,303227.7,R2,银卡,1
C004741,25-34,南京,其他,30-50万,2023-03-11,388496.77,R1,银卡,0
C004742,25-34,无锡,个体经营,10万以下,2022-09-26,25208.3,R1,普通,1
C004743,45-54,南京,公务员,10万以下,2020-07-11,38289.81,R1,普通,1
C004744,25-34,南京,其他,10-30万,2022-04-22,123643.55,R1,普通,1
C004745,18-24,深圳,退休,30-50万,2021-06-26,292125.86,R2,金卡,1
C004746,18-24,南京,其他,10万以下,2019-08-15,30129.28,R4,银卡,0
C004747,35-44,无锡,其他,30-50万,2018-11-30,503737.29,R3,普通,1
C004748,45-54,苏州,公务员,10-30万,2019-08-03,72550.36,R1,普通,1
C004749,55-64,常州,专业技术,10-30万,2023-12-07,140610.85,R2,金卡,1
C004750,25-34,上海,退休,10-30万,2018-09-24,54497.25,R2,银卡,1
C004751,25-34,徐州,其他,50万以上,2021-11-18,2607132.03,R1,金卡,1
C004752,35-44,南通,企业职员,10万以下,2019-05-13,39047.85,R2,普通,1
C004753,35-44,常州,其他,10-30万,2022-09-11,271003.91,R2,钻石,1
C004754,35-44,南京,退休,10万以下,2020-11-02,17165.46,R3,普通,1
C004755,65+,无锡,个体经营,50万以上,2018-08-10,2643730.46,R3,普通,1
C004756,35-44,北京,退休,30-50万,2018-10-05,638648.73,R2,金卡,1
C004757,35-44,杭州,公务员,10万以下,2020-06-22,27387.35,R1,普通,0
C004758,65+,南京,个体经营,10万以下,2020-09-18,24850.45,R1,普通,1
C004759,18-24,杭州,公务员,10-30万,2024-03-28,69750.09,R4,普通,1
C004760,65+,杭州,个体经营,10-30万,2020-10-16,61226.92,R3,银卡,1
C004761,35-44,杭州,公务员,30-50万,2021-11-19,274746.1,R3,普通,1
C004762,35-44,杭州,专业技术,10-30万,2024-04-27,64046.15,R4,普通,1
C004763,65+,深圳,个体经营,10-30万,2018-09-21,266494.33,R3,普通,1
C004764,35-44,南京,公务员,30-50万,2021-09-02,188752.87,R1,金卡,1
C004765,35-44,无锡,个体经营,10-30万,2019-10-13,129274.69,R3,金卡,1
C004766,25-34,深圳,专业技术,10万以下,2024-02-27,37302.11,R1,银卡,1
C004767,45-54,南通,退休,10万以下,2022-12-09,35871.64,R3,金卡,0
C004768,35-44,上海,其他,10-30万,2019-01-01,149925.13,R2,银卡,0
C004769,25-34,无锡,公务员,10-30万,2018-10-09,192614.72,R1,普通,1
C004770,45-54,南京,个体经营,10万以下,2024-05-08,24004.38,R1,普通,1
C004771,45-54,深圳,退休,10-30万,2019-01-15,125369.71,R2,银卡,1
C004772,35-44,无锡,公务员,10万以下,2022-07-26,25904.5,R3,普通,1
C004773,18-24,南通,退休,10-30万,2023-02-11,230155.36,R1,普通,0
C004774,35-44,苏州,专业技术,10万以下,2018-06-03,85723.79,R1,普通,0
C004775,18-24,深圳,企业职员,10-30万,2021-03-13,66057.45,R2,钻石,1
C004776,18-24,苏州,专业技术,10万以下,2019-08-17,10866.09,R4,普通,1
C004777,35-44,北京,企业职员,10-30万,2023-08-02,159502.17,R4,普通,1
C004778,25-34,苏州,专业技术,10万以下,2019-11-08,51233.0,R3,银卡,1
C004779,25-34,深圳,公务员,10-30万,2022-03-18,319251.89,R2,银卡,1
C004780,45-54,无锡,企业职员,30-50万,2020-02-14,578483.33,R2,普通,0
C004781,25-34,北京,退休,10万以下,2020-06-19,60285.27,R2,银卡,1
C004782,65+,南通,退休,30-50万,2024-02-09,917355.35,R1,普通,1
C004783,55-64,南京,公务员,10-30万,2019-02-23,249605.24,R1,普通,1
C004784,45-54,苏州,企业职员,10-30万,2022-09-05,186433.01,R4,银卡,1
C004785,65+,上海,其他,10-30万,2022-03-21,63205.22,R3,金卡,1
C004786,55-64,徐州,个体经营,10-30万,2019-08-10,119499.34,R1,银卡,1
C004787,25-34,苏州,其他,30-50万,2019-02-18,464742.67,R3,普通,1
C004788,45-54,南京,个体经营,30-50万,2019-01-08,380527.99,R2,普通,0
C004789,25-34,杭州,退休,30-50万,2021-09-04,392450.95,R2,普通,1
C004790,45-54,徐州,其他,10万以下,2022-04-22,65681.11,R3,普通,1
C004791,35-44,上海,退休,10-30万,2019-06-25,82193.47,R4,普通,1
C004792,18-24,常州,其他,10万以下,2022-11-08,44733.54,R3,普通,0
C004793,25-34,苏州,企业职员,10-30万,2020-07-17,140570.98,R4,普通,1
C004794,65+,无锡,退休,10万以下,2022-12-30,19539.37,R2,普通,1
C004795,25-34,南京,退休,10万以下,2023-02-24,17512.18,R3,普通,1
C004796,25-34,深圳,退休,10-30万,2021-02-11,51256.08,R4,普通,1
C004797,25-34,无锡,专业技术,30-50万,2019-03-17,509919.6,R2,普通,1
C004798,35-44,常州,公务员,10万以下,2022-08-29,29066.17,R4,普通,0
C004799,55-64,苏州,专业技术,10-30万,2020-01-16,79408.31,R5,普通,1
C004800,45-54,苏州,退休,10-30万,2024-04-15,46966.72,R3,普通,0
C004801,35-44,上海,其他,50万以上,2020-03-18,1862315.41,R1,普通,0
C004802,25-34,上海,退休,10-30万,2022-01-23,110016.25,R2,普通,1
C004803,18-24,杭州,其他,10万以下,2023-12-19,20996.39,R3,金卡,1
C004804,35-44,南京,退休,10万以下,2021-01-29,18526.04,R4,普通,0
C004805,55-64,北京,企业职员,10-30万,2022-12-22,106506.3,R1,银卡,0
C004806,45-54,深圳,退休,10万以下,2020-08-05,37947.2,R2,银卡,1
C004807,35-44,深圳,退休,50万以上,2024-02-27,1271851.38,R2,普通,1
C004808,45-54,南京,企业职员,50万以上,2022-05-08,827953.69,R2,普通,1
C004809,35-44,常州,公务员,50万以上,2022-12-29,1457033.66,R3,普通,0
C004810,35-44,北京,公务员,10万以下,2022-07-11,50600.99,R3,普通,1
C004811,35-44,上海,专业技术,30-50万,2024-05-14,408135.14,R3,普通,0
C004812,45-54,南京,退休,10-30万,2022-09-15,124176.45,R3,普通,1
C004813,35-44,北京,其他,10万以下,2023-11-19,25491.95,R3,普通,0
C004814,65+,杭州,企业职员,10万以下,2020-08-29,19227.96,R3,普通,1
C004815,35-44,上海,其他,10万以下,2021-08-25,18911.09,R1,普通,0
C004816,18-24,无锡,企业职员,10-30万,2022-09-16,52277.43,R1,金卡,1
C004817,25-34,徐州,专业技术,50万以上,2020-09-13,2707641.68,R4,普通,0
C004818,35-44,上海,其他,30-50万,2018-11-22,504058.15,R2,普通,1
C004819,35-44,无锡,个体经营,10万以下,2021-02-24,31263.17,R2,银卡,1
C004820,35-44,上海,其他,10-30万,2022-09-20,139112.52,R2,金卡,1
C004821,45-54,苏州,专业技术,10万以下,2021-12-26,35550.78,R3,普通,1
C004822,25-34,南京,个体经营,10万以下,2019-08-26,20778.61,R1,普通,1
C004823,45-54,杭州,其他,10万以下,2023-10-26,25497.14,R3,普通,1
C004824,45-54,苏州,企业职员,10-30万,2022-06-28,94669.08,R1,钻石,1
C004825,35-44,南京,退休,10-30万,2021-08-03,421240.42,R4,银卡,1
C004826,35-44,杭州,个体经营,30-50万,2020-08-04,666183.77,R3,普通,1
C004827,25-34,杭州,退休,30-50万,2020-12-10,435025.95,R4,银卡,0
C004828,35-44,杭州,企业职员,10万以下,2020-03-16,59393.78,R3,普通,1
C004829,55-64,苏州,其他,30-50万,2018-10-03,743455.32,R4,普通,0
C004830,55-64,南通,企业职员,10万以下,2023-05-14,15043.34,R2,普通,1
C004831,45-54,南京,专业技术,10-30万,2021-07-12,107346.84,R1,银卡,1
C004832,25-34,南京,公务员,10-30万,2022-02-16,119024.52,R4,钻石,0
C004833,45-54,苏州,其他,10万以下,2023-11-20,40729.85,R4,普通,1
C004834,45-54,常州,其他,10万以下,2023-08-25,26821.43,R4,银卡,1
C004835,35-44,南通,其他,10万以下,2020-08-18,28557.85,R5,银卡,1
C004836,55-64,南京,个体经营,10万以下,2021-05-04,23819.94,R3,普通,0
C004837,18-24,杭州,公务员,50万以上,2022-08-26,2534338.58,R3,银卡,1
C004838,18-24,深圳,企业职员,10万以下,2018-12-09,14578.2,R4,金卡,1
C004839,25-34,南京,公务员,10-30万,2022-07-17,96913.07,R1,普通,0
C004840,25-34,杭州,专业技术,50万以上,2020-10-28,596680.86,R4,普通,1
C004841,55-64,徐州,个体经营,10-30万,2018-06-18,71713.0,R4,银卡,1
C004842,35-44,常州,企业职员,10-30万,2020-03-10,140622.71,R3,银卡,0
C004843,25-34,常州,其他,50万以上,2020-01-11,1774541.81,R2,普通,1
C004844,35-44,上海,其他,10万以下,2022-09-17,25651.49,R3,普通,1
C004845,35-44,南京,个体经营,10万以下,2018-11-27,52624.93,R4,银卡,1
C004846,25-34,南通,公务员,10-30万,2021-08-05,236160.86,R1,普通,0
C004847,25-34,苏州,个体经营,10-30万,2022-08-07,115917.42,R2,金卡,0
C004848,45-54,南京,公务员,30-50万,2019-12-15,453357.49,R3,普通,0
C004849,25-34,南通,企业职员,10万以下,2021-03-21,23925.03,R4,普通,1
C004850,45-54,苏州,个体经营,10-30万,2023-08-17,164175.44,R3,银卡,1
C004851,25-34,上海,企业职员,30-50万,2024-04-18,220177.56,R3,普通,0
C004852,45-54,徐州,企业职员,50万以上,2023-09-07,3681729.13,R1,普通,0
C004853,55-64,苏州,其他,10万以下,2023-06-16,53047.62,R2,普通,1
C004854,25-34,杭州,企业职员,10万以下,2023-01-24,16473.19,R4,金卡,1
C004855,25-34,苏州,退休,50万以上,2022-05-02,1011016.11,R2,普通,1
C004856,65+,上海,其他,10-30万,2022-12-28,148133.83,R2,银卡,0
C004857,35-44,苏州,个体经营,10万以下,2018-12-23,25332.09,R2,钻石,1
C004858,45-54,南京,其他,10万以下,2018-08-14,39389.42,R2,普通,1
C004859,18-24,杭州,专业技术,30-50万,2018-07-23,334208.94,R2,普通,0
C004860,25-34,北京,其他,10-30万,2023-06-18,257211.22,R3,普通,1
C004861,35-44,苏州,退休,10-30万,2021-03-14,120499.46,R2,普通,1
C004862,55-64,苏州,退休,30-50万,2023-10-13,1341766.24,R3,普通,1
C004863,25-34,上海,专业技术,10万以下,2020-02-23,40549.97,R2,普通,0
C004864,45-54,苏州,企业职员,10万以下,2023-08-03,15279.24,R4,普通,1
C004865,45-54,杭州,公务员,10-30万,2022-09-02,340610.65,R1,银卡,0
C004866,25-34,南京,其他,30-50万,2023-03-12,692843.42,R1,银卡,0
C004867,25-34,南京,其他,10万以下,2021-07-09,36280.17,R2,银卡,1
C004868,25-34,南京,退休,10-30万,2022-03-12,165804.35,R5,普通,1
C004869,35-44,苏州,个体经营,10万以下,2021-02-27,16554.77,R3,普通,1
C004870,45-54,杭州,个体经营,10万以下,2023-03-25,12170.43,R3,金卡,1
C004871,35-44,徐州,个体经营,50万以上,2021-05-09,1469012.28,R2,银卡,1
C004872,25-34,南京,退休,10万以下,2023-11-20,59774.7,R2,普通,1
C004873,45-54,南京,公务员,10万以下,2024-03-02,36563.55,R5,普通,1
C004874,45-54,苏州,专业技术,30-50万,2023-08-05,940160.21,R2,银卡,1
C004875,35-44,徐州,专业技术,10-30万,2022-10-23,232316.84,R3,普通,1
C004876,35-44,南通,退休,10-30万,2019-08-29,121242.92,R4,普通,1
C004877,25-34,南京,企业职员,30-50万,2022-06-04,722952.13,R3,普通,1
C004878,45-54,上海,退休,10万以下,2021-04-13,64231.59,R2,普通,1
C004879,35-44,徐州,个体经营,10-30万,2020-04-30,115284.24,R2,普通,0
C004880,35-44,深圳,其他,10-30万,2019-12-04,107835.18,R1,普通,1
C004881,25-34,南通,个体经营,10万以下,2020-11-24,32182.49,R5,普通,1
C004882,45-54,苏州,退休,10-30万,2023-05-09,35928.75,R4,金卡,1
C004883,45-54,南京,企业职员,10-30万,2020-06-03,138062.67,R2,金卡,0
C004884,35-44,北京,其他,30-50万,2022-07-30,573457.33,R4,普通,0
C004885,55-64,南京,企业职员,50万以上,2020-11-08,1612395.0,R1,普通,1
C004886,55-64,苏州,专业技术,30-50万,2018-07-01,475231.36,R1,普通,1
C004887,25-34,常州,退休,10-30万,2023-12-23,117419.57,R1,金卡,0
C004888,45-54,南通,个体经营,10万以下,2023-11-25,11052.83,R4,普通,1
C004889,35-44,南通,其他,30-50万,2022-11-29,918518.39,R1,金卡,0
C004890,65+,上海,退休,10-30万,2021-10-09,99840.84,R1,银卡,1
C004891,25-34,南京,其他,30-50万,2021-07-13,293706.06,R1,银卡,0
C004892,25-34,上海,专业技术,30-50万,2022-08-20,788755.14,R2,普通,1
C004893,35-44,北京,退休,10万以下,2018-12-28,48937.68,R3,银卡,1
C004894,25-34,南京,企业职员,10万以下,2024-05-15,34388.78,R2,普通,0
C004895,45-54,南京,企业职员,10-30万,2021-02-19,176298.15,R4,银卡,1
C004896,35-44,深圳,专业技术,10-30万,2021-02-01,67356.38,R5,银卡,1
C004897,25-34,苏州,个体经营,10万以下,2019-10-12,28810.8,R2,金卡,1
C004898,35-44,无锡,个体经营,10-30万,2021-02-06,229266.21,R5,银卡,1
C004899,55-64,苏州,专业技术,30-50万,2023-08-07,285115.29,R4,钻石,1
C004900,55-64,南通,个体经营,10-30万,2022-06-26,72844.36,R4,普通,1
C004901,35-44,上海,其他,10万以下,2023-05-17,31202.54,R1,普通,1
C004902,25-34,上海,退休,30-50万,2021-07-28,420941.16,R4,普通,1
C004903,25-34,苏州,专业技术,30-50万,2018-11-27,552940.61,R3,普通,1
C004904,55-64,苏州,其他,50万以上,2022-01-20,753059.44,R1,普通,1
C004905,45-54,南通,企业职员,10万以下,2022-03-21,8385.54,R3,普通,1
C004906,35-44,无锡,公务员,30-50万,2021-08-14,634020.01,R2,普通,1
C004907,55-64,徐州,退休,30-50万,2023-06-01,232752.01,R4,普通,0
C004908,25-34,徐州,退休,30-50万,2019-04-23,294850.77,R3,普通,1
C004909,45-54,北京,专业技术,10-30万,2020-05-29,40280.76,R3,银卡,1
C004910,25-34,南京,公务员,10万以下,2020-02-12,50031.55,R1,普通,1
C004911,25-34,南京,公务员,10-30万,2022-04-23,142973.72,R4,金卡,1
C004912,35-44,上海,专业技术,10万以下,2022-09-23,35033.15,R1,普通,1
C004913,35-44,南通,企业职员,10万以下,2021-07-24,34915.29,R4,普通,1
C004914,65+,南京,其他,50万以上,2022-12-22,535467.03,R3,金卡,1
C004915,35-44,深圳,公务员,10万以下,2024-04-14,18331.38,R1,金卡,1
C004916,55-64,徐州,其他,50万以上,2020-01-18,1196740.43,R3,普通,1
C004917,45-54,常州,专业技术,10-30万,2019-03-28,82526.57,R5,普通,1
C004918,45-54,上海,公务员,30-50万,2023-01-24,349222.33,R4,金卡,1
C004919,65+,南通,企业职员,10万以下,2020-08-21,33929.92,R1,金卡,1
C004920,35-44,无锡,退休,10-30万,2018-12-13,198484.48,R1,钻石,1
C004921,35-44,苏州,专业技术,10-30万,2019-12-16,57247.83,R1,普通,1
C004922,25-34,无锡,其他,50万以上,2019-05-26,1493388.08,R3,普通,1
C004923,25-34,常州,公务员,10万以下,2019-01-17,42818.46,R1,普通,1
C004924,55-64,上海,公务员,10万以下,2022-11-23,18899.88,R1,普通,0
C004925,35-44,常州,公务员,50万以上,2023-12-22,1362128.73,R2,普通,1
C004926,35-44,南京,个体经营,10万以下,2019-08-03,37881.9,R5,普通,0
C004927,25-34,上海,个体经营,10-30万,2019-08-26,120674.42,R2,金卡,1
C004928,35-44,南京,退休,10万以下,2023-04-07,42026.33,R3,普通,1
C004929,45-54,杭州,其他,10万以下,2018-12-22,31454.64,R1,普通,1
C004930,25-34,上海,企业职员,10-30万,2024-04-07,102674.16,R3,普通,1
C004931,45-54,南通,专业技术,10-30万,2022-02-22,66762.19,R3,钻石,0
C004932,45-54,无锡,专业技术,10-30万,2018-08-17,135785.44,R4,金卡,1
C004933,55-64,南京,公务员,10-30万,2022-04-17,126150.81,R3,普通,1
C004934,25-34,徐州,个体经营,30-50万,2019-10-31,243483.34,R1,银卡,1
C004935,45-54,南京,退休,50万以上,2024-03-09,2006702.89,R2,钻石,1
C004936,25-34,南通,专业技术,10万以下,2021-06-21,56551.92,R1,银卡,0
C004937,35-44,南京,企业职员,10-30万,2019-09-16,86266.83,R2,普通,1
C004938,45-54,南通,个体经营,10-30万,2019-05-03,83402.28,R5,银卡,1
C004939,45-54,南京,公务员,30-50万,2021-10-15,272977.74,R2,普通,1
C004940,25-34,南京,公务员,10-30万,2023-12-17,51839.94,R4,普通,1
C004941,55-64,常州,企业职员,10-30万,2021-03-17,326925.59,R1,普通,1
C004942,18-24,上海,个体经营,10-30万,2019-12-17,95875.36,R4,普通,1
C004943,45-54,苏州,其他,10-30万,2021-09-13,78121.45,R4,银卡,1
C004944,65+,常州,其他,30-50万,2018-08-28,227710.94,R3,普通,1
C004945,35-44,杭州,企业职员,10-30万,2022-07-11,98840.56,R1,普通,1
C004946,55-64,南通,专业技术,10-30万,2019-06-27,84765.37,R4,普通,0
C004947,45-54,南通,退休,10万以下,2019-11-14,61573.65,R4,银卡,1
C004948,55-64,苏州,个体经营,10-30万,2021-10-25,64271.92,R2,普通,1
C004949,45-54,南京,企业职员,10万以下,2023-10-29,13900.58,R5,银卡,1
C004950,45-54,南京,退休,30-50万,2022-05-01,527082.24,R4,金卡,1
C004951,25-34,深圳,企业职员,10-30万,2019-10-17,113736.97,R2,银卡,1
C004952,45-54,南京,公务员,10万以下,2019-01-15,26835.48,R2,普通,0
C004953,25-34,南京,公务员,10万以下,2021-08-30,39686.68,R2,普通,1
C004954,65+,南京,企业职员,10-30万,2022-08-29,128489.55,R3,普通,1
C004955,25-34,上海,其他,50万以上,2019-10-21,1465294.6,R4,普通,1
C004956,25-34,无锡,专业技术,10-30万,2018-10-08,59422.25,R4,普通,1
C004957,55-64,杭州,退休,10万以下,2023-07-23,13028.64,R1,银卡,1
C004958,25-34,无锡,企业职员,10-30万,2022-06-28,84544.46,R3,银卡,0
C004959,35-44,杭州,公务员,50万以上,2019-08-18,872216.71,R3,普通,1
C004960,45-54,北京,企业职员,30-50万,2023-08-30,457632.95,R2,钻石,1
C004961,25-34,无锡,企业职员,10万以下,2018-07-20,12204.93,R3,钻石,0
C004962,25-34,深圳,退休,10-30万,2022-12-30,95958.11,R3,普通,1
C004963,35-44,北京,企业职员,30-50万,2021-06-26,366840.49,R2,钻石,1
C004964,25-34,南京,其他,30-50万,2021-04-15,392147.05,R2,普通,1
C004965,25-34,南通,退休,10-30万,2022-02-28,146492.45,R4,普通,0
C004966,18-24,徐州,公务员,30-50万,2023-08-17,339744.7,R2,银卡,1
C004967,35-44,杭州,公务员,10-30万,2024-03-26,85948.28,R2,普通,0
C004968,25-34,上海,个体经营,10万以下,2022-02-16,55892.91,R5,银卡,1
C004969,18-24,上海,专业技术,10万以下,2022-10-17,25563.9,R4,金卡,0
C004970,45-54,苏州,退休,10-30万,2018-12-17,243972.84,R3,普通,0
C004971,45-54,杭州,个体经营,10万以下,2020-05-30,25498.86,R2,普通,0
C004972,18-24,南京,退休,10-30万,2023-11-07,119027.78,R3,普通,1
C004973,25-34,徐州,退休,30-50万,2019-11-13,373191.19,R3,普通,0
C004974,55-64,南京,公务员,30-50万,2020-09-18,449022.88,R2,普通,1
C004975,45-54,上海,个体经营,10万以下,2023-08-29,24319.37,R1,银卡,0
C004976,35-44,杭州,退休,10万以下,2021-12-25,31477.24,R2,金卡,1
C004977,35-44,南京,退休,10-30万,2019-12-22,257984.31,R3,普通,1
C004978,25-34,杭州,其他,10-30万,2020-07-07,202738.64,R5,普通,1
C004979,55-64,杭州,企业职员,10万以下,2020-12-17,50859.48,R3,普通,1
C004980,55-64,南京,企业职员,30-50万,2021-06-19,204485.95,R1,普通,0
C004981,55-64,无锡,专业技术,10万以下,2020-04-03,16628.82,R2,普通,1
C004982,25-34,南京,公务员,10万以下,2019-02-19,33450.7,R3,普通,1
C004983,25-34,南京,退休,30-50万,2023-05-20,588062.66,R2,普通,1
C004984,25-34,杭州,退休,10-30万,2021-12-28,92566.19,R1,银卡,1
C004985,25-34,苏州,个体经营,10-30万,2019-04-21,84664.75,R5,普通,1
C004986,35-44,徐州,企业职员,10-30万,2021-05-09,240907.55,R4,普通,1
C004987,45-54,南京,个体经营,50万以上,2023-05-10,2113622.8,R4,银卡,0
C004988,25-34,南京,公务员,10万以下,2023-08-19,50916.69,R2,银卡,1
C004989,55-64,徐州,个体经营,10-30万,2020-01-13,96232.46,R4,普通,1
C004990,25-34,无锡,其他,10万以下,2021-06-18,23131.31,R3,金卡,0
C004991,18-24,北京,退休,10-30万,2019-08-27,192854.7,R3,银卡,1
C004992,55-64,南京,退休,10-30万,2023-09-22,105227.94,R1,银卡,1
C004993,45-54,徐州,企业职员,10-30万,2020-10-04,88416.91,R1,银卡,0
C004994,35-44,上海,专业技术,10万以下,2020-11-26,19003.04,R2,银卡,1
C004995,45-54,徐州,专业技术,30-50万,2021-08-25,309765.94,R4,金卡,1
C004996,25-34,上海,专业技术,10-30万,2021-11-03,185867.4,R3,普通,0
C004997,25-34,苏州,个体经营,30-50万,2022-10-13,188035.75,R5,普通,1
C004998,35-44,上海,专业技术,10-30万,2019-09-12,164353.23,R3,金卡,1
C004999,35-44,南通,个体经营,30-50万,2022-06-03,280719.28,R1,普通,1
C005000,45-54,上海,退休,10-30万,2021-11-23,108022.72,R2,普通,1
C005001,25-34,南京,个体经营,10-30万,2019-03-29,111538.4,R1,普通,0
C005002,45-54,南京,其他,30-50万,2020-08-13,358200.22,R4,普通,0
C005003,45-54,无锡,其他,30-50万,2024-03-07,346506.21,R2,银卡,0
C005004,25-34,无锡,退休,10-30万,2024-01-23,96092.74,R1,普通,0
C005005,18-24,南京,专业技术,10-30万,2021-03-06,90177.43,R3,普通,0
C005006,35-44,南京,个体经营,10-30万,2020-02-20,232148.79,R4,金卡,1
C005007,45-54,南京,专业技术,10-30万,2021-07-30,121512.41,R3,普通,1
C005008,45-54,南京,退休,10-30万,2018-08-25,112676.13,R1,金卡,1
C005009,45-54,南京,其他,30-50万,2019-04-17,289784.69,R3,普通,0
C005010,35-44,杭州,退休,10-30万,2021-09-19,97858.23,R1,普通,1
C005011,25-34,北京,退休,10-30万,2022-12-31,87086.87,R3,普通,0
C005012,35-44,无锡,个体经营,10-30万,2024-05-10,175943.66,R3,银卡,0
C005013,25-34,南京,公务员,50万以上,2024-03-18,1029080.38,R2,金卡,1
C005014,45-54,苏州,个体经营,10万以下,2020-10-11,9757.87,R2,普通,1
C005015,25-34,杭州,其他,10万以下,2022-05-26,30887.49,R1,钻石,1
C005016,25-34,北京,个体经营,10万以下,2023-07-17,26088.69,R2,普通,1
C005017,35-44,苏州,个体经营,10-30万,2023-12-22,89532.14,R3,普通,1
C005018,35-44,南京,个体经营,10-30万,2021-08-06,189288.03,R2,普通,1
C005019,45-54,苏州,个体经营,10-30万,2020-11-22,30591.8,R1,银卡,1
C005020,35-44,无锡,企业职员,10万以下,2024-03-21,65977.87,R3,普通,1
C005021,55-64,南京,公务员,30-50万,2021-11-22,677766.9,R3,普通,0
C005022,55-64,上海,公务员,10-30万,2021-09-30,87659.95,R4,银卡,1
C005023,55-64,南京,公务员,10-30万,2024-01-29,95784.38,R4,普通,0
C005024,45-54,南京,企业职员,10万以下,2019-02-24,38605.35,R3,银卡,1
C005025,45-54,上海,其他,10万以下,2023-01-12,39126.71,R2,普通,1
C005026,45-54,上海,企业职员,10万以下,2023-08-08,21851.21,R3,普通,1
C005027,35-44,南京,企业职员,10-30万,2023-08-11,53469.07,R4,普通,0
C005028,35-44,上海,专业技术,10-30万,2021-05-31,345273.93,R2,金卡,1
C005029,45-54,苏州,其他,10万以下,2020-02-24,48388.37,R5,普通,0
C005030,18-24,苏州,退休,10-30万,2022-11-20,129790.06,R3,普通,1
C005031,18-24,南京,企业职员,10万以下,2019-10-20,32755.96,R2,普通,1
C005032,55-64,苏州,专业技术,10-30万,2022-11-04,163718.79,R4,钻石,1
C005033,18-24,南京,专业技术,10万以下,2023-04-16,43455.13,R1,普通,1
C005034,35-44,上海,退休,10万以下,2020-07-16,10569.94,R5,金卡,1
C005035,45-54,杭州,公务员,10万以下,2019-10-03,25172.73,R2,普通,1
C005036,25-34,南京,个体经营,10-30万,2019-11-28,95590.82,R3,银卡,1
C005037,55-64,苏州,其他,50万以上,2021-01-21,1383681.61,R3,普通,1
C005038,25-34,苏州,退休,10-30万,2019-02-26,176423.74,R1,普通,1
C005039,55-64,无锡,公务员,10万以下,2019-04-21,12257.74,R3,钻石,0
C005040,45-54,杭州,退休,50万以上,2022-09-27,764062.2,R2,普通,1
C005041,25-34,南京,其他,50万以上,2020-08-21,1066724.34,R2,银卡,1
C005042,25-34,徐州,退休,10-30万,2023-12-28,129627.42,R1,钻石,0
C005043,25-34,常州,专业技术,10万以下,2023-12-08,45479.43,R4,普通,1
C005044,35-44,杭州,退休,30-50万,2021-10-01,904268.43,R4,金卡,1
C005045,25-34,苏州,专业技术,50万以上,2020-03-06,1299900.87,R1,普通,1
C005046,65+,南京,公务员,30-50万,2020-11-22,605893.97,R4,普通,0
C005047,25-34,南京,个体经营,10-30万,2023-06-05,171155.58,R4,普通,0
C005048,55-64,徐州,专业技术,10-30万,2019-12-17,157326.98,R1,银卡,1
C005049,25-34,南通,退休,50万以上,2020-10-04,1481899.39,R5,普通,0
C005050,65+,南通,退休,10万以下,2019-11-11,24567.67,R1,普通,1
C005051,25-34,南京,企业职员,10万以下,2020-09-23,17610.54,R4,银卡,1
C005052,35-44,南京,企业职员,30-50万,2019-03-20,227163.07,R3,普通,1
C005053,35-44,南通,企业职员,10万以下,2022-03-27,35685.28,R5,普通,0
C005054,25-34,南京,公务员,10-30万,2024-03-24,116778.68,R2,普通,1
C005055,55-64,北京,公务员,10万以下,2020-10-22,24372.21,R2,普通,1
C005056,25-34,杭州,个体经营,10万以下,2018-07-04,41829.49,R4,普通,1
C005057,35-44,南京,退休,10万以下,2023-10-28,27138.48,R3,普通,1
C005058,35-44,南通,个体经营,10-30万,2018-08-05,76012.83,R3,金卡,1
C005059,45-54,南京,个体经营,10-30万,2019-10-11,105029.65,R3,银卡,1
C005060,18-24,北京,其他,10-30万,2024-03-14,180875.09,R3,钻石,1
C005061,25-34,南通,退休,10-30万,2021-02-22,71933.0,R1,银卡,1
C005062,25-34,苏州,退休,50万以上,2022-07-12,1665463.59,R1,钻石,0
C005063,25-34,上海,退休,10-30万,2020-06-23,116720.11,R1,普通,1
C005064,25-34,南京,企业职员,50万以上,2019-10-21,1025376.81,R1,普通,1
C005065,65+,苏州,退休,10-30万,2022-03-01,103628.84,R4,普通,1
C005066,35-44,苏州,个体经营,10万以下,2021-07-14,13672.08,R2,普通,1
C005067,45-54,苏州,专业技术,30-50万,2024-03-05,422540.22,R3,金卡,0
C005068,35-44,南京,退休,30-50万,2024-05-21,202167.8,R1,普通,1
C005069,25-34,深圳,企业职员,10万以下,2019-11-04,51285.91,R4,钻石,1
C005070,35-44,常州,退休,10-30万,2022-04-12,114606.62,R1,普通,0
C005071,25-34,杭州,其他,10-30万,2019-02-16,90159.91,R1,普通,1
C005072,35-44,南京,专业技术,10万以下,2020-12-05,53596.14,R4,银卡,1
C005073,35-44,杭州,专业技术,10-30万,2022-01-10,71633.82,R1,普通,1
C005074,35-44,徐州,企业职员,10万以下,2019-02-12,20642.58,R4,银卡,1
C005075,65+,上海,退休,10万以下,2024-01-27,12020.03,R2,银卡,0
C005076,25-34,杭州,其他,30-50万,2019-06-03,769866.94,R3,普通,1
C005077,35-44,常州,个体经营,10-30万,2023-12-21,306103.9,R1,普通,0
C005078,25-34,徐州,个体经营,30-50万,2018-09-19,173238.21,R2,银卡,1
