contact_id,customer_id,product_id,channel,contact_date,responded
K029969,C004200,P013,call,2025-07-15,0
K029970,C000020,P020,app_push,2026-03-24,0
K029971,C001966,P003,call,2025-05-08,0
K029972,C005325,P005,app_push,2025-05-05,0
K029973,C005450,P011,sms,2025-09-04,0
K029974,C007886,P004,sms,2026-02-06,0
K029975,C002342,P006,sms,2025-12-29,0
K029976,C006181,P020,call,2025-06-02,0
K029977,C004789,P016,call,2025-12-26,0
K029978,C005776,P021,call,2026-03-10,0
K029979,C004705,P020,call,2025-08-10,0
K029980,C007928,P024,sms,2025-10-23,0
K029981,C003178,P007,sms,2025-08-17,1
K029982,C001608,P025,sms,2025-07-18,0
K029983,C003976,P012,manager,2025-09-22,1
K029984,C000114,P005,sms,2026-01-04,0
K029985,C007485,P013,manager,2026-03-04,0
K029986,C001373,P026,call,2025-04-11,0
K029987,C004269,P020,sms,2025-07-18,0
K029988,C002811,P018,manager,2025-11-02,1
K029989,C004738,P012,manager,2025-07-01,1
K029990,C001009,P002,manager,2025-06-24,0
K029991,C002459,P012,sms,2025-05-25,0
K029992,C002238,P007,sms,2025-08-21,0
K029993,C007551,P009,sms,2026-01-02,0
K029994,C003640,P020,call,2025-04-19,0
K029995,C006457,P010,sms,2025-08-08,0
K029996,C004389,P030,call,2025-07-31,0
K029997,C001947,P029,app_push,2025-04-08,0
K029998,C004999,P012,call,2025-06-27,0
K029999,C003072,P020,call,2025-11-16,1
K030000,C000909,P001,manager,2025-04-06,0
K030001,C001069,P009,manager,2025-12-24,0
K030002,C001925,P026,app_push,2025-04-19,0
K030003,C006316,P027,app_push,2026-02-19,0
K030004,C004387,P014,manager,2025-07-28,0
K030005,C001752,P020,sms,2025-12-05,0
K030006,C006618,P025,call,2026-01-22,0
K030007,C002399,P006,manager,2026-01-21,1
K030008,C007136,P028,app_push,2025-12-22,0
K030009,C005392,P004,manager,2025-10-16,0
K030010,C003193,P010,sms,2025-09-28,0
K030011,C005702,P001,call,2025-09-26,0
K030012,C002657,P007,sms,2025-11-05,0
K030013,C001604,P010,call,2025-12-09,0
K030014,C000416,P003,call,2025-12-31,0
K030015,C006560,P022,app_push,2025-06-10,1
K030016,C004649,P009,sms,2026-03-12,0
K030017,C000898,P015,app_push,2025-12-04,0
K030018,C003242,P027,manager,2025-11-19,0
K030019,C002692,P006,manager,2025-10-10,0
K030020,C006976,P022,sms,2025-09-28,0
K030021,C007374,P003,app_push,2025-12-28,0
K030022,C006692,P025,app_push,2025-07-11,0
K030023,C000844,P017,sms,2025-05-03,0
K030024,C004939,P008,call,2025-10-09,0
K030025,C006079,P027,call,2025-12-11,0
K030026,C005001,P028,manager,2025-12-23,0
K030027,C005919,P011,call,2026-03-24,0
K030028,C004692,P004,manager,2025-10-28,1
K030029,C001542,P024,call,2025-10-08,1
K030030,C006171,P025,app_push,2026-03-08,0
K030031,C002611,P021,sms,2025-04-19,0
K030032,C005488,P009,manager,2025-06-13,0
K030033,C004334,P013,app_push,2025-08-04,0
K030034,C006679,P007,manager,2026-03-05,0
K030035,C005834,P010,call,2026-02-24,0
K030036,C006259,P012,app_push,2026-02-05,1
K030037,C001464,P024,app_push,2025-11-25,0
K030038,C005781,P008,manager,2026-01-14,1
K030039,C003692,P030,manager,2026-03-07,1
K030040,C007421,P006,sms,2025-05-19,0
K030041,C003422,P024,sms,2025-10-20,0
K030042,C001875,P014,sms,2025-10-18,0
K030043,C001704,P030,manager,2025-11-20,0
K030044,C005375,P027,sms,2025-12-11,0
K030045,C001539,P023,call,2026-01-22,0
K030046,C006581,P026,app_push,2025-07-08,0
K030047,C003412,P008,sms,2025-04-22,0
K030048,C003027,P003,manager,2025-06-18,0
K030049,C005044,P019,manager,2025-12-13,1
K030050,C000144,P004,manager,2026-01-09,1
K030051,C006505,P017,app_push,2025-08-05,1
K030052,C006643,P001,app_push,2025-04-21,0
K030053,C001126,P017,call,2026-03-08,0
K030054,C003187,P008,call,2025-06-01,0
K030055,C001426,P001,call,2025-06-13,1
K030056,C000619,P004,app_push,2025-07-29,0
K030057,C006940,P003,call,2025-07-07,0
K030058,C003928,P012,manager,2026-02-11,1
K030059,C005920,P012,manager,2025-06-25,0
K030060,C000575,P011,app_push,2025-04-14,0
K030061,C006378,P023,sms,2025-09-11,0
K030062,C003524,P026,app_push,2025-06-21,0
K030063,C001761,P006,sms,2025-12-20,0
K030064,C002042,P003,sms,2025-06-27,0
K030065,C006442,P021,manager,2025-12-25,0
K030066,C006479,P017,manager,2025-04-15,0
K030067,C006954,P006,manager,2026-01-28,0
K030068,C003856,P010,app_push,2025-05-01,0
K030069,C004378,P021,app_push,2025-05-14,1
K030070,C002548,P009,manager,2025-08-12,0
K030071,C004538,P029,app_push,2025-10-25,0
K030072,C005156,P008,sms,2025-07-13,0
K030073,C005521,P007,call,2026-01-06,1
K030074,C000580,P007,manager,2026-03-15,0
K030075,C004599,P022,sms,2025-05-26,0
K030076,C004688,P025,call,2025-10-22,0
K030077,C002429,P008,sms,2025-07-28,1
K030078,C000453,P005,sms,2025-09-03,0
K030079,C000163,P019,manager,2025-07-04,1
K030080,C003412,P003,sms,2025-09-27,0
K030081,C000881,P008,app_push,2026-01-31,0
K030082,C001958,P002,app_push,2025-08-05,0
K030083,C004628,P005,call,2025-09-02,0
K030084,C000078,P004,app_push,2026-03-26,0
K030085,C003420,P023,manager,2025-12-24,0
K030086,C007543,P008,sms,2026-03-14,0
K030087,C004172,P011,call,2025-05-11,0
K030088,C005894,P001,call,2025-10-31,1
K030089,C007470,P025,call,2026-01-16,1
K030090,C004486,P027,sms,2025-12-13,0
K030091,C004534,P023,sms,2026-01-21,1
K030092,C006613,P013,manager,2026-03-22,1
K030093,C000015,P015,call,2025-08-24,0
K030094,C006342,P004,app_push,2025-12-10,0
K030095,C005904,P011,app_push,2025-04-07,0
K030096,C006499,P029,call,2025-12-04,0
K030097,C006609,P007,manager,2025-09-11,0
K030098,C003810,P025,app_push,2025-10-28,1
K030099,C000980,P026,manager,2025-07-14,1
K030100,C004092,P022,app_push,2025-11-24,0
K030101,C005102,P027,app_push,2025-07-17,0
K030102,C004554,P026,app_push,2026-02-25,0
K030103,C006484,P013,call,2025-12-13,0
K030104,C003836,P005,sms,2025-07-28,0
K030105,C005584,P003,manager,2025-07-28,1
K030106,C007205,P015,manager,2026-01-01,0
K030107,C006104,P028,manager,2026-02-17,1
K030108,C004879,P007,app_push,2025-09-16,0
K030109,C000508,P025,app_push,2025-11-22,1
K030110,C001296,P019,app_push,2025-05-09,0
K030111,C002549,P026,manager,2026-01-08,1
K030112,C001521,P018,sms,2026-01-22,0
K030113,C001933,P010,call,2025-05-18,0
K030114,C006094,P010,app_push,2025-05-08,0
K030115,C002485,P028,app_push,2025-05-30,0
K030116,C004909,P030,app_push,2025-11-21,0
K030117,C006256,P015,call,2026-01-28,1
K030118,C001564,P007,app_push,2025-10-05,0
K030119,C007177,P020,app_push,2026-02-24,0
K030120,C001252,P007,manager,2026-03-07,1
K030121,C004395,P018,sms,2026-01-09,0
K030122,C000715,P025,app_push,2025-10-22,0
K030123,C005825,P030,manager,2025-07-19,0
K030124,C007201,P002,app_push,2025-06-27,0
K030125,C005929,P008,manager,2025-10-10,1
K030126,C005250,P020,app_push,2025-04-14,0
K030127,C004414,P003,app_push,2025-12-23,0
K030128,C000224,P020,app_push,2025-10-24,1
K030129,C003227,P007,sms,2025-04-18,0
K030130,C007623,P023,sms,2025-09-26,0
K030131,C003156,P018,app_push,2025-11-07,0
K030132,C005456,P012,app_push,2025-10-15,1
K030133,C000787,P014,app_push,2025-12-02,0
K030134,C003862,P008,manager,2025-06-13,1
K030135,C003480,P024,sms,2026-01-03,0
K030136,C003870,P005,app_push,2025-10-10,0
K030137,C003906,P008,call,2025-11-11,0
K030138,C004026,P008,app_push,2025-04-02,0
K030139,C004779,P001,sms,2026-01-21,0
K030140,C002396,P007,app_push,2025-05-04,0
K030141,C000829,P023,app_push,2026-02-22,0
K030142,C001573,P002,sms,2025-04-13,0
K030143,C007192,P013,sms,2025-10-05,0
K030144,C004689,P011,sms,2025-07-09,0
K030145,C002981,P022,call,2025-11-02,0
K030146,C000383,P008,sms,2025-06-13,0
K030147,C004913,P014,sms,2026-01-12,0
K030148,C005766,P026,sms,2025-10-15,0
K030149,C002284,P014,manager,2026-02-10,1
K030150,C004975,P030,sms,2025-08-18,0
K030151,C004979,P001,sms,2025-08-24,0
K030152,C003984,P010,sms,2025-04-15,0
K030153,C005918,P016,call,2026-03-08,0
K030154,C006568,P009,manager,2025-06-28,0
K030155,C001490,P004,sms,2025-12-04,0
K030156,C002539,P017,manager,2025-12-27,1
K030157,C005765,P002,manager,2026-03-18,1
K030158,C000811,P005,sms,2025-12-15,0
K030159,C005068,P018,app_push,2025-11-11,0
K030160,C005666,P002,call,2025-07-08,0
K030161,C002250,P005,call,2026-03-23,0
K030162,C000837,P016,call,2025-12-17,0
K030163,C001360,P016,app_push,2026-02-17,0
K030164,C004900,P015,manager,2025-08-01,1
K030165,C005463,P009,sms,2025-09-15,0
K030166,C002542,P004,manager,2025-07-17,0
K030167,C004542,P009,app_push,2025-07-08,0
K030168,C003012,P004,sms,2025-06-30,0
K030169,C000049,P009,call,2025-12-18,0
K030170,C004889,P008,app_push,2026-02-08,0
K030171,C007839,P009,sms,2025-09-25,0
K030172,C005170,P019,call,2025-11-16,0
K030173,C005528,P018,call,2025-05-21,0
K030174,C001636,P012,app_push,2026-03-08,0
K030175,C003175,P020,sms,2025-06-24,0
K030176,C004492,P020,sms,2025-08-24,0
K030177,C003502,P015,manager,2025-10-20,0
K030178,C003264,P010,app_push,2026-03-22,0
K030179,C007254,P025,manager,2026-02-23,0
K030180,C006703,P014,sms,2025-08-04,0
K030181,C005495,P010,app_push,2025-12-20,0
K030182,C006926,P002,manager,2025-05-14,0
K030183,C002265,P028,call,2025-07-01,0
K030184,C000494,P025,app_push,2025-12-04,0
K030185,C003522,P009,call,2025-05-29,0
K030186,C002602,P023,sms,2025-12-29,0
K030187,C002554,P009,app_push,2026-01-21,0
K030188,C002295,P013,app_push,2025-07-11,0
K030189,C001863,P022,manager,2025-12-26,0
K030190,C004337,P024,manager,2025-06-20,0
K030191,C004908,P015,app_push,2025-06-03,0
K030192,C004850,P016,manager,2026-02-22,0
K030193,C001010,P008,manager,2026-01-04,0
K030194,C004922,P011,manager,2025-07-08,1
K030195,C005523,P008,sms,2026-02-18,0
K030196,C006373,P029,app_push,2025-06-08,0
K030197,C000440,P020,call,2025-11-03,0
K030198,C003128,P009,sms,2025-09-10,0
K030199,C001554,P003,call,2025-09-22,0
K030200,C003392,P027,manager,2025-12-15,0
K030201,C006671,P010,sms,2025-10-07,0
K030202,C002113,P021,manager,2025-11-27,0
K030203,C003998,P016,call,2025-12-29,0
K030204,C006572,P023,sms,2025-07-04,0
K030205,C000126,P007,call,2026-02-27,0
K030206,C001012,P015,call,2025-04-13,0
K030207,C007768,P016,sms,2025-05-04,0
K030208,C002041,P020,app_push,2025-10-29,0
K030209,C003770,P029,sms,2025-08-20,0
K030210,C004215,P019,sms,2026-03-12,0
K030211,C003374,P030,sms,2025-04-26,0
K030212,C006488,P029,call,2025-09-16,0
K030213,C005037,P022,sms,2025-04-15,0
K030214,C005098,P018,sms,2025-12-24,0
K030215,C006081,P016,app_push,2025-05-23,0
K030216,C005650,P011,sms,2026-03-24,1
K030217,C006623,P008,call,2025-04-06,0
K030218,C001168,P005,call,2026-02-04,0
K030219,C002424,P025,app_push,2026-03-25,0
K030220,C006792,P016,app_push,2025-09-22,0
K030221,C007433,P010,call,2025-08-03,0
K030222,C004573,P019,manager,2025-11-28,0
K030223,C002154,P016,app_push,2025-09-26,0
K030224,C007531,P027,sms,2025-10-26,0
K030225,C006056,P008,app_push,2025-12-01,0
K030226,C004332,P025,sms,2026-02-10,1
K030227,C007160,P008,manager,2025-12-04,0
K030228,C002372,P026,manager,2025-11-02,1
K030229,C001434,P030,manager,2026-02-19,1
K030230,C006372,P019,app_push,2025-11-25,1
K030231,C002351,P014,call,2025-08-26,0
K030232,C006494,P024,sms,2026-03-14,0
K030233,C005539,P005,manager,2025-09-27,0
K030234,C005227,P006,manager,2025-12-12,0
K030235,C003761,P007,sms,2025-08-06,0
K030236,C004629,P009,app_push,2025-04-06,0
K030237,C004301,P024,call,2025-07-01,0
K030238,C007294,P007,manager,2025-11-18,1
K030239,C002536,P020,sms,2025-06-24,0
K030240,C004695,P015,app_push,2025-05-17,0
K030241,C002309,P006,manager,2025-08-06,1
K030242,C001907,P017,sms,2026-01-26,0
K030243,C000019,P012,call,2025-10-28,1
K030244,C000084,P015,app_push,2025-06-27,0
K030245,C005807,P023,app_push,2025-09-24,0
K030246,C000682,P011,manager,2025-04-08,1
K030247,C006067,P016,manager,2025-07-30,1
K030248,C002631,P007,call,2025-06-27,0
K030249,C006594,P013,call,2025-06-18,0
K030250,C000341,P009,app_push,2026-01-14,0
K030251,C006038,P030,call,2026-02-18,0
K030252,C001413,P028,app_push,2026-01-19,0
K030253,C002451,P025,app_push,2025-08-17,0
K030254,C000305,P011,app_push,2025-12-02,0
K030255,C002627,P024,manager,2025-08-12,0
K030256,C002352,P019,manager,2026-02-02,0
K030257,C003462,P007,call,2025-09-16,0
K030258,C000370,P028,manager,2025-08-20,0
K030259,C005662,P008,sms,2025-11-28,0
K030260,C001206,P017,call,2025-08-07,0
K030261,C004768,P013,sms,2026-03-21,0
K030262,C005166,P007,app_push,2025-05-31,0
K030263,C005965,P017,call,2026-01-02,0
K030264,C004843,P010,call,2025-04-27,0
K030265,C005088,P016,app_push,2025-07-12,0
K030266,C000663,P021,app_push,2025-08-04,0
K030267,C005093,P010,call,2025-07-23,0
K030268,C001115,P012,call,2025-09-12,1
K030269,C001830,P002,app_push,2026-01-25,0
K030270,C001379,P001,call,2026-03-18,0
K030271,C000453,P018,call,2025-06-08,0
K030272,C001461,P014,app_push,2025-09-10,0
K030273,C006916,P026,manager,2025-06-25,1
K030274,C005088,P005,call,2025-04-28,0
K030275,C006679,P025,sms,2025-10-23,0
K030276,C007478,P010,app_push,2026-01-26,0
K030277,C006567,P009,manager,2025-04-10,1
K030278,C006026,P021,call,2025-12-03,0
K030279,C004113,P026,sms,2025-05-05,0
K030280,C003376,P008,manager,2025-11-11,0
K030281,C000035,P007,call,2025-09-29,0
K030282,C001217,P009,app_push,2025-05-20,0
K030283,C007483,P010,app_push,2025-05-06,0
K030284,C001100,P004,manager,2025-10-14,1
K030285,C006313,P013,call,2026-02-23,0
K030286,C007036,P009,app_push,2025-04-12,0
K030287,C003196,P026,sms,2025-04-16,0
K030288,C006685,P008,call,2026-03-23,0
K030289,C007094,P011,sms,2025-12-24,0
K030290,C000441,P018,manager,2025-04-29,1
K030291,C004558,P003,manager,2025-08-20,0
K030292,C005712,P029,manager,2025-04-05,1
K030293,C002613,P022,call,2025-11-24,1
K030294,C000420,P001,manager,2025-07-10,0
K030295,C006872,P001,app_push,2026-01-02,0
K030296,C000780,P017,sms,2025-05-06,0
K030297,C007184,P030,sms,2026-03-15,0
K030298,C000183,P011,sms,2026-02-26,0
K030299,C002860,P021,manager,2025-10-17,0
K030300,C007193,P009,sms,2025-11-04,0
K030301,C002981,P021,app_push,2026-03-24,0
K030302,C005680,P006,manager,2025-06-29,1
K030303,C007056,P025,app_push,2025-07-22,0
K030304,C001692,P015,manager,2026-03-01,0
K030305,C002264,P001,app_push,2025-05-28,0
K030306,C001476,P006,manager,2026-03-01,1
K030307,C002909,P007,sms,2025-07-23,0
K030308,C003509,P022,call,2025-08-26,0
K030309,C004178,P006,manager,2026-03-09,1
K030310,C004211,P017,manager,2025-11-14,1
K030311,C005011,P011,manager,2026-01-28,1
K030312,C004802,P008,app_push,2026-01-15,1
K030313,C003889,P017,sms,2026-02-15,0
K030314,C000316,P026,manager,2025-07-28,0
K030315,C003786,P029,app_push,2025-08-19,0
K030316,C007466,P016,app_push,2026-02-16,0
K030317,C004477,P025,app_push,2025-07-25,0
K030318,C000076,P026,sms,2025-05-23,1
K030319,C007896,P010,call,2025-10-11,0
K030320,C003518,P018,manager,2026-03-06,0
K030321,C004719,P022,manager,2025-12-08,1
K030322,C006295,P023,manager,2025-08-29,1
K030323,C006262,P021,sms,2025-10-08,0
K030324,C003020,P020,call,2026-01-05,1
K030325,C004435,P005,call,2025-04-21,0
K030326,C006266,P004,manager,2025-10-25,0
K030327,C006048,P004,app_push,2025-04-02,0
K030328,C007703,P012,call,2025-11-27,1
K030329,C004603,P017,sms,2025-11-12,0
K030330,C004521,P004,sms,2025-11-06,0
K030331,C007176,P026,sms,2026-03-22,0
K030332,C003444,P014,manager,2025-08-17,0
K030333,C000840,P015,app_push,2025-04-30,0
K030334,C006248,P007,sms,2025-08-07,0
K030335,C001201,P001,app_push,2025-06-14,0
K030336,C003335,P002,call,2025-06-01,0
K030337,C003093,P008,call,2025-10-21,0
K030338,C001373,P015,call,2025-07-31,0
K030339,C002642,P029,manager,2026-02-12,0
K030340,C004612,P008,sms,2025-05-08,0
K030341,C001553,P007,app_push,2025-07-22,0
K030342,C001847,P013,sms,2025-09-06,0
K030343,C003460,P026,manager,2026-01-07,0
K030344,C003420,P001,call,2025-04-12,0
K030345,C003557,P026,sms,2025-12-24,0
K030346,C001041,P018,sms,2026-03-04,0
K030347,C006297,P023,call,2025-10-23,0
K030348,C006375,P017,call,2025-06-13,1
K030349,C006229,P025,sms,2025-06-20,0
K030350,C004400,P019,app_push,2026-01-28,0
K030351,C001631,P025,app_push,2025-10-09,0
K030352,C007183,P003,call,2025-11-07,0
K030353,C004652,P014,manager,2025-05-23,0
K030354,C002030,P019,app_push,2025-11-23,1
K030355,C005053,P027,app_push,2025-08-23,0
K030356,C002426,P017,manager,2026-01-15,1
K030357,C002636,P009,call,2026-02-26,0
K030358,C007695,P007,manager,2025-05-23,1
K030359,C002348,P013,call,2025-08-24,0
K030360,C001281,P025,sms,2025-04-04,0
K030361,C005610,P016,sms,2025-05-03,0
K030362,C001260,P028,sms,2025-12-18,0
K030363,C000430,P011,app_push,2026-02-10,0
K030364,C007177,P026,sms,2025-05-31,0
K030365,C003376,P019,app_push,2025-04-23,0
K030366,C004589,P028,app_push,2025-05-07,0
K030367,C004496,P023,call,2025-07-17,0
K030368,C007314,P022,call,2026-02-23,0
K030369,C004839,P029,manager,2025-12-12,1
K030370,C000203,P012,app_push,2025-05-22,0
K030371,C002344,P018,manager,2025-11-16,0
K030372,C005270,P005,app_push,2025-06-11,0
K030373,C004688,P008,call,2025-12-31,0
K030374,C001304,P008,call,2026-01-29,0
K030375,C000200,P002,sms,2025-10-28,0
K030376,C005040,P028,app_push,2025-08-27,1
K030377,C000619,P028,app_push,2025-08-25,0
K030378,C007551,P007,call,2025-08-11,0
K030379,C006743,P016,app_push,2026-02-02,0
K030380,C001622,P026,sms,2026-01-07,0
K030381,C003547,P030,app_push,2026-02-03,0
K030382,C003656,P004,manager,2025-10-11,0
K030383,C003955,P019,call,2025-11-30,1
K030384,C000897,P013,app_push,2025-12-17,0
K030385,C004547,P023,app_push,2025-11-10,1
K030386,C006669,P028,call,2025-05-15,0
K030387,C004211,P011,call,2026-01-07,1
K030388,C005825,P029,call,2025-11-23,0
K030389,C001807,P006,call,2026-03-01,0
K030390,C004136,P011,manager,2025-11-06,0
K030391,C007693,P014,manager,2025-09-16,0
K030392,C001536,P012,sms,2025-11-03,0
K030393,C006622,P022,app_push,2026-02-09,1
K030394,C001546,P018,sms,2025-12-01,0
K030395,C004475,P007,sms,2025-08-19,0
K030396,C005672,P013,sms,2025-06-14,0
K030397,C003148,P013,call,2025-09-04,0
K030398,C004494,P027,app_push,2025-12-27,0
K030399,C006313,P015,manager,2026-01-26,1
K030400,C002395,P018,sms,2025-12-16,0
K030401,C006107,P008,manager,2025-12-01,0
K030402,C001080,P021,call,2025-12-15,0
K030403,C007096,P020,sms,2025-09-17,0
K030404,C001590,P004,app_push,2025-06-04,0
K030405,C004654,P015,manager,2025-11-20,0
K030406,C005956,P007,manager,2025-07-29,0
K030407,C001879,P026,call,2025-11-01,0
K030408,C005106,P022,app_push,2025-07-10,1
K030409,C004159,P030,call,2025-06-13,0
K030410,C005950,P015,sms,2025-09-02,0
K030411,C005237,P009,call,2025-05-24,0
K030412,C002466,P012,manager,2025-09-02,1
K030413,C002920,P025,call,2025-06-03,0
K030414,C005587,P026,sms,2025-06-22,0
K030415,C007830,P030,sms,2026-02-22,0
K030416,C005058,P023,call,2025-04-18,1
K030417,C002007,P004,sms,2026-01-08,0
K030418,C003314,P010,call,2025-07-09,0
K030419,C000636,P026,sms,2025-09-03,1
K030420,C006034,P024,sms,2025-05-22,0
K030421,C004414,P013,app_push,2025-09-14,1
K030422,C002270,P004,call,2025-04-28,0
K030423,C000810,P009,call,2026-03-03,0
K030424,C006781,P002,sms,2026-02-04,0
K030425,C004563,P029,sms,2025-05-16,0
K030426,C007511,P029,call,2025-11-14,0
K030427,C000021,P005,manager,2025-06-27,0
K030428,C000831,P027,call,2025-12-08,0
K030429,C001653,P021,call,2025-11-11,0
K030430,C005489,P030,sms,2025-09-19,0
K030431,C005234,P005,app_push,2025-08-14,0
K030432,C007469,P022,sms,2026-02-08,0
K030433,C007670,P010,sms,2026-01-02,0
K030434,C003348,P009,app_push,2025-07-20,0
K030435,C003536,P014,call,2025-08-10,0
K030436,C007719,P025,manager,2025-07-31,0
K030437,C002192,P026,call,2025-11-16,0
K030438,C006682,P028,call,2026-01-06,0
K030439,C006680,P002,app_push,2025-05-23,0
K030440,C003443,P002,sms,2026-01-19,0
K030441,C001009,P003,call,2026-01-23,0
K030442,C001784,P006,sms,2025-11-07,0
K030443,C002664,P011,call,2025-06-26,0
K030444,C003851,P019,call,2025-07-19,0
K030445,C004992,P014,call,2025-08-24,0
K030446,C001789,P008,call,2026-01-29,0
K030447,C006494,P006,manager,2025-08-12,1
K030448,C000623,P004,manager,2025-10-17,1
K030449,C006689,P010,manager,2025-11-30,1
K030450,C003333,P016,call,2025-08-24,0
K030451,C002036,P011,manager,2026-02-24,1
K030452,C001206,P021,call,2026-02-10,1
K030453,C004373,P005,app_push,2025-04-18,0
K030454,C003954,P021,app_push,2025-08-19,0
K030455,C001918,P002,app_push,2025-05-26,0
K030456,C000925,P007,sms,2025-05-29,0
K030457,C006527,P011,sms,2025-09-26,0
K030458,C001658,P007,manager,2025-06-16,0
K030459,C002378,P021,sms,2025-04-23,0
K030460,C000726,P029,call,2026-03-16,0
K030461,C002885,P026,app_push,2025-11-06,0
K030462,C001713,P017,call,2026-01-05,0
K030463,C002691,P025,manager,2026-03-09,1
K030464,C007511,P018,app_push,2025-05-21,0
K030465,C006677,P001,sms,2025-05-17,0
K030466,C006375,P023,app_push,2025-12-21,0
K030467,C002153,P001,call,2025-05-21,0
K030468,C006793,P025,sms,2026-03-11,0
K030469,C000215,P020,app_push,2025-12-08,0
K030470,C005830,P006,call,2025-10-31,0
K030471,C000626,P013,app_push,2025-06-20,0
K030472,C007806,P023,app_push,2025-12-17,0
K030473,C003240,P028,call,2025-12-25,0
K030474,C001339,P027,app_push,2025-07-25,0
K030475,C005796,P025,call,2026-01-21,0
K030476,C005571,P015,call,2025-05-23,0
K030477,C004405,P002,sms,2025-05-11,0
K030478,C005197,P028,sms,2025-06-29,0
K030479,C002841,P026,sms,2025-12-27,0
K030480,C002105,P016,app_push,2026-03-12,0
K030481,C003830,P006,call,2025-11-18,0
K030482,C005405,P013,app_push,2025-07-16,0
K030483,C006982,P027,sms,2025-04-12,1
K030484,C002589,P008,sms,2025-12-25,0
K030485,C002137,P021,app_push,2026-03-05,0
K030486,C000990,P017,manager,2025-05-08,1
K030487,C006649,P027,sms,2026-02-05,0
K030488,C004933,P017,sms,2025-09-30,0
K030489,C003532,P013,call,2025-06-09,0
K030490,C005598,P007,sms,2025-05-14,0
K030491,C006337,P014,call,2025-04-17,0
K030492,C003543,P025,manager,2025-05-20,1
K030493,C007013,P018,manager,2025-12-06,1
K030494,C003584,P007,call,2025-08-18,0
K030495,C005128,P024,manager,2025-07-16,0
K030496,C003891,P018,call,2025-10-21,0
K030497,C001190,P016,manager,2025-04-26,0
K030498,C006411,P024,call,2025-10-11,0
K030499,C004361,P024,sms,2025-05-22,0
K030500,C004634,P024,sms,2026-01-11,0
K030501,C007249,P029,call,2026-02-19,1
K030502,C000442,P020,manager,2025-04-15,0
K030503,C006455,P018,call,2025-06-24,0
K030504,C007508,P017,call,2025-05-18,0
K030505,C005239,P007,sms,2025-11-17,0
K030506,C005540,P026,sms,2026-02-13,0
K030507,C000522,P006,call,2025-05-30,0
K030508,C002383,P019,app_push,2025-04-03,0
K030509,C007554,P030,call,2025-07-30,0
K030510,C005730,P013,app_push,2026-03-22,0
K030511,C006952,P020,call,2025-11-06,1
K030512,C002045,P006,sms,2025-05-29,0
K030513,C000689,P012,manager,2026-01-18,1
K030514,C004795,P008,manager,2025-10-09,0
K030515,C006619,P010,call,2025-11-25,0
K030516,C005991,P002,sms,2025-09-23,0
K030517,C002350,P001,manager,2026-01-30,1
K030518,C005042,P003,call,2025-06-07,0
K030519,C002298,P015,sms,2026-01-13,0
K030520,C004729,P003,app_push,2025-12-29,0
K030521,C007075,P009,app_push,2025-09-20,0
K030522,C006306,P011,sms,2025-12-05,0
K030523,C005270,P028,app_push,2025-08-14,0
K030524,C000277,P019,app_push,2025-11-08,0
K030525,C003538,P006,manager,2026-01-15,0
K030526,C003033,P029,app_push,2025-11-21,0
K030527,C002760,P003,manager,2025-10-26,0
K030528,C001772,P020,manager,2025-11-09,0
K030529,C007906,P027,manager,2025-04-28,0
K030530,C003018,P009,app_push,2026-03-03,0
K030531,C004657,P027,app_push,2025-12-31,0
K030532,C001188,P015,sms,2025-06-07,0
K030533,C002958,P030,manager,2025-06-08,0
K030534,C006492,P007,call,2026-02-10,0
K030535,C002764,P016,manager,2025-04-07,0
K030536,C004225,P029,sms,2025-04-03,0
K030537,C007694,P024,sms,2025-11-05,0
K030538,C001149,P015,call,2025-10-25,0
K030539,C001961,P003,sms,2026-03-13,0
K030540,C006919,P011,sms,2025-12-28,0
K030541,C000033,P025,app_push,2025-09-29,0
K030542,C005190,P009,call,2026-02-02,0
K030543,C003412,P008,manager,2025-05-22,0
K030544,C001012,P004,manager,2025-08-07,1
K030545,C000274,P005,sms,2025-06-02,0
K030546,C003147,P008,app_push,2025-06-20,0
K030547,C007601,P018,app_push,2025-09-25,0
K030548,C001238,P008,call,2025-04-26,0
K030549,C000395,P017,app_push,2026-02-05,0
K030550,C003562,P008,manager,2026-01-22,1
K030551,C007874,P030,call,2025-09-19,0
K030552,C007901,P006,app_push,2025-06-30,0
K030553,C003618,P022,manager,2025-06-07,0
K030554,C006381,P024,call,2025-09-22,0
K030555,C000118,P009,sms,2025-09-28,0
K030556,C007191,P006,call,2025-09-09,0
K030557,C000321,P019,manager,2026-03-13,1
K030558,C003353,P016,sms,2025-12-10,0
K030559,C003812,P001,call,2025-11-06,0
K030560,C000917,P026,app_push,2025-07-01,1
K030561,C001384,P025,sms,2025-04-24,0
K030562,C006572,P010,sms,2026-02-18,0
K030563,C005309,P012,app_push,2025-12-25,0
K030564,C000628,P022,sms,2025-11-12,1
K030565,C003814,P021,call,2025-07-13,1
K030566,C006370,P014,sms,2025-10-27,0
K030567,C001775,P007,call,2026-02-10,0
K030568,C003748,P012,sms,2025-07-31,0
K030569,C004995,P028,manager,2025-06-05,0
K030570,C007981,P008,app_push,2025-04-25,0
K030571,C004063,P014,sms,2025-09-18,0
K030572,C004755,P028,call,2025-10-03,0
K030573,C005909,P001,sms,2026-01-11,1
K030574,C000521,P026,call,2025-06-25,0
K030575,C004458,P003,manager,2025-10-13,1
