holding_id,customer_id,product_id,amount,buy_date
H004910,C000845,P018,97013.12,2025-03-17
H004911,C005157,P030,12543.73,2025-05-01
H004912,C005157,P019,64235.46,2025-11-19
H004913,C002861,P030,69850.46,2025-04-29
H004914,C005545,P019,31986.07,2025-09-08
H004915,C002441,P014,31960.98,2024-12-13
H004916,C000679,P013,98806.3,2025-11-12
H004917,C000679,P008,76046.01,2025-04-14
H004918,C007084,P021,100000.0,2024-06-28
H004919,C007084,P002,56613.16,2025-08-18
H004920,C007084,P022,12131.99,2025-01-08
H004921,C004507,P006,127646.17,2024-10-01
H004922,C001295,P018,12901.06,2025-01-29
H004923,C002760,P016,100000.0,2025-07-31
H004924,C003847,P015,50000.0,2025-08-05
H004925,C003847,P011,12542.53,2025-11-27
H004926,C003847,P004,26526.8,2025-11-03
H004927,C003847,P021,100000.0,2026-01-17
H004928,C004594,P017,37008.52,2025-02-28
H004929,C007476,P012,55112.05,2025-07-12
H004930,C007476,P008,54267.67,2025-10-24
H004931,C007476,P011,26101.9,2025-01-06
H004932,C005729,P017,14060.36,2025-05-30
H004933,C005729,P011,19345.52,2024-09-04
H004934,C005910,P003,50000.0,2026-01-16
H004935,C005910,P026,39412.74,2024-11-28
H004936,C001113,P007,50000.0,2025-10-11
H004937,C007564,P023,40933.67,2025-02-27
H004938,C007564,P027,100000.0,2025-04-18
H004939,C002232,P024,48190.86,2024-12-13
H004940,C002232,P028,100000.0,2024-06-05
H004941,C002232,P013,45107.89,2025-11-22
H004942,C002229,P017,13579.69,2024-11-13
H004943,C002229,P019,5224.3,2025-06-02
H004944,C002229,P012,20131.86,2026-01-13
H004945,C002154,P023,23137.98,2025-07-21
H004946,C005447,P006,50000.0,2025-10-27
H004947,C005447,P025,24560.65,2025-03-17
H004948,C005447,P011,19503.84,2024-11-27
H004949,C005447,P026,107963.95,2024-09-01
H004950,C005075,P012,12020.03,2025-09-11
H004951,C004765,P008,54254.39,2025-08-05
H004952,C004765,P001,75020.3,2025-07-17
H004953,C001367,P004,53073.66,2025-12-20
H004954,C001367,P013,44613.36,2025-10-12
H004955,C001367,P029,10000.0,2024-12-13
H004956,C001367,P015,62402.14,2025-11-05
H004957,C001470,P007,50000.0,2024-07-14
H004958,C001852,P027,120624.12,2025-11-02
H004959,C001852,P002,3521.49,2024-11-04
H004960,C001964,P006,50000.0,2025-01-18
H004961,C002927,P020,15715.7,2025-01-21
H004962,C002927,P030,33606.38,2024-10-17
H004963,C007072,P014,20111.82,2025-12-11
H004964,C007072,P007,50000.0,2024-11-04
H004965,C007072,P015,50000.0,2025-05-21
H004966,C004713,P023,23659.41,2025-03-19
H004967,C003888,P002,7932.6,2024-10-04
H004968,C003888,P011,37283.22,2024-10-08
H004969,C000486,P018,10000.0,2025-05-05
H004970,C000486,P028,100000.0,2025-09-18
H004971,C000486,P030,32793.26,2025-02-10
H004972,C000486,P030,55727.57,2025-10-07
H004973,C002240,P008,17374.28,2025-10-04
H004974,C004052,P008,21239.52,2025-06-02
H004975,C003102,P025,32959.17,2025-07-18
H004976,C007430,P023,37684.66,2025-05-28
H004977,C006143,P023,21391.3,2025-08-05
H004978,C000031,P018,31841.97,2025-06-10
H004979,C000031,P011,30095.83,2025-04-27
H004980,C001880,P013,47943.75,2025-07-22
H004981,C001880,P004,23445.0,2024-09-30
H004982,C005808,P006,50000.0,2024-09-28
H004983,C005808,P014,50387.77,2025-06-07
H004984,C004276,P008,71969.05,2025-06-08
H004985,C003129,P008,27015.57,2025-11-14
H004986,C003400,P029,19996.79,2026-01-20
H004987,C003400,P019,19051.59,2024-07-22
H004988,C003400,P019,112247.37,2025-01-19
H004989,C005171,P003,50000.0,2025-05-04
H004990,C005171,P002,9998.6,2024-07-25
H004991,C005171,P007,50000.0,2024-11-16
H004992,C005171,P011,23533.74,2024-10-27
H004993,C007976,P030,76643.99,2025-04-09
H004994,C001037,P023,37520.67,2025-06-05
H004995,C001037,P012,29679.56,2025-05-14
H004996,C001037,P011,30177.15,2025-08-09
H004997,C001037,P020,34823.95,2025-09-12
H004998,C000637,P019,10127.93,2024-08-22
H004999,C000637,P019,6484.01,2024-09-29
H005000,C005999,P011,29082.09,2025-11-09
H005001,C003048,P028,100000.0,2024-11-04
H005002,C003048,P022,80979.99,2024-07-31
H005003,C001084,P019,91322.83,2024-07-31
H005004,C002616,P027,100000.0,2025-05-11
H005005,C002616,P013,26850.57,2025-11-06
H005006,C000862,P005,100000.0,2025-01-02
H005007,C000862,P010,51593.45,2025-05-31
H005008,C004036,P025,69279.74,2025-06-10
H005009,C000904,P009,50000.0,2024-11-17
H005010,C000904,P018,17195.99,2024-10-29
H005011,C006729,P008,28920.5,2025-07-17
H005012,C006729,P028,100000.0,2025-06-30
H005013,C000110,P003,73797.14,2025-05-06
H005014,C000110,P019,50636.81,2025-08-20
H005015,C007693,P007,50000.0,2025-10-29
H005016,C007428,P019,86636.94,2024-08-16
H005017,C007428,P024,78081.49,2025-05-22
H005018,C007428,P014,42400.18,2025-09-08
H005019,C007428,P010,84574.6,2025-01-28
H005020,C006579,P029,11611.6,2024-11-27
H005021,C007655,P017,28236.72,2025-09-04
H005022,C006724,P006,56221.38,2025-11-06
H005023,C007638,P020,45378.29,2025-01-30
H005024,C005880,P003,50000.0,2025-09-02
H005025,C005880,P010,50000.0,2025-03-29
H005026,C001832,P017,11019.63,2025-07-24
H005027,C001832,P014,17498.62,2025-02-11
H005028,C007014,P010,50000.0,2025-05-25
H005029,C005038,P012,11883.41,2026-01-19
H005030,C005038,P021,100000.0,2025-12-31
H005031,C000783,P022,20439.75,2024-08-04
H005032,C000783,P015,178924.68,2025-06-26
H005033,C000783,P028,100000.0,2025-09-02
H005034,C007806,P026,30585.76,2025-02-15
H005035,C007806,P014,61127.45,2025-03-13
H005036,C007806,P027,100000.0,2025-05-04
H005037,C007127,P008,27332.74,2025-07-15
H005038,C007127,P025,50538.08,2025-01-10
H005039,C003654,P012,18277.73,2025-08-08
H005040,C003654,P001,50000.0,2025-08-08
H005041,C003654,P029,26183.66,2025-11-25
H005042,C003654,P012,40782.17,2025-05-17
H005043,C004853,P002,19058.22,2024-12-17
H005044,C002827,P018,26960.01,2025-09-17
H005045,C003910,P006,50000.0,2024-09-15
H005046,C001826,P025,23945.99,2025-10-18
H005047,C002618,P029,53380.22,2025-07-02
H005048,C002618,P011,48753.07,2025-04-13
H005049,C002618,P030,41415.29,2025-07-19
H005050,C005520,P028,100000.0,2025-12-11
H005051,C005520,P002,5307.21,2025-01-24
H005052,C001095,P004,26317.69,2024-10-16
H005053,C005621,P007,74239.61,2025-07-21
H005054,C005688,P020,49159.28,2025-12-11
H005055,C003383,P022,21068.99,2025-05-02
H005056,C003383,P029,18539.95,2025-03-30
H005057,C004875,P005,100000.0,2025-11-14
H005058,C004875,P025,8596.21,2025-08-01
H005059,C003951,P001,50000.0,2024-08-17
H005060,C003951,P012,18942.48,2025-09-17
H005061,C003951,P006,50000.0,2025-12-28
H005062,C002866,P018,12979.72,2025-07-13
H005063,C001655,P015,50000.0,2025-06-22
H005064,C001655,P020,42554.2,2025-03-31
H005065,C001655,P023,13832.16,2025-05-19
H005066,C001655,P022,46126.73,2025-06-09
H005067,C006556,P019,54606.52,2024-09-15
H005068,C006556,P011,25266.25,2025-08-25
H005069,C007332,P018,10000.0,2025-05-29
H005070,C007332,P022,45484.88,2026-01-21
H005071,C007332,P029,13807.08,2025-08-08
H005072,C002324,P023,75595.98,2025-11-15
H005073,C002414,P004,8224.31,2024-11-23
H005074,C002414,P014,11079.06,2025-03-08
H005075,C006136,P013,59597.81,2025-08-16
H005076,C002655,P005,150382.03,2025-11-20
H005077,C002679,P029,24955.43,2025-12-02
H005078,C004539,P022,32278.96,2024-08-31
H005079,C004539,P015,50000.0,2025-04-29
H005080,C004539,P025,17199.65,2025-01-29
H005081,C005214,P020,10734.71,2025-10-11
H005082,C005214,P013,65882.49,2025-07-29
H005083,C005577,P001,51329.18,2025-03-26
H005084,C005010,P017,30307.76,2024-10-17
H005085,C005010,P009,50000.0,2024-07-28
H005086,C007898,P003,50000.0,2025-12-23
H005087,C007898,P011,27467.25,2024-07-15
H005088,C000179,P014,57207.06,2025-01-20
H005089,C005504,P023,18318.4,2025-03-21
H005090,C005683,P012,20661.7,2025-09-20
H005091,C003341,P003,50204.3,2025-07-27
H005092,C003341,P022,35728.94,2024-11-08
H005093,C001205,P020,26214.08,2025-10-14
H005094,C002203,P017,70626.67,2025-04-20
H005095,C005408,P012,60945.95,2025-06-22
H005096,C005408,P009,50000.0,2025-11-28
H005097,C005408,P023,3964.43,2025-05-25
H005098,C006498,P022,10000.0,2025-02-20
H005099,C006177,P014,12541.68,2025-08-06
H005100,C007373,P020,14679.35,2025-12-11
H005101,C007373,P003,50000.0,2025-09-02
H005102,C007373,P025,134415.86,2025-05-02
H005103,C003955,P006,52557.89,2025-01-14
H005104,C003955,P025,161501.32,2025-11-29
H005105,C003955,P014,24231.5,2025-07-17
H005106,C003955,P008,14659.18,2025-08-31
H005107,C001771,P005,100000.0,2024-08-25
H005108,C001771,P007,58133.72,2025-03-14
H005109,C001771,P024,76034.89,2024-12-21
H005110,C000830,P004,137691.39,2026-01-19
H005111,C000830,P019,43112.05,2025-08-10
H005112,C000830,P002,33871.31,2025-09-25
H005113,C000830,P004,71738.72,2025-08-12
H005114,C000942,P019,26163.02,2025-09-20
H005115,C000942,P026,35634.9,2025-09-06
H005116,C003170,P017,9403.86,2025-12-11
H005117,C003170,P030,28540.78,2025-01-30
H005118,C003170,P023,33892.77,2025-06-09
H005119,C003170,P017,18513.76,2025-06-05
H005120,C002487,P023,17975.74,2025-09-15
H005121,C000628,P001,50000.0,2024-09-12
H005122,C000628,P024,12684.75,2025-12-26
H005123,C003012,P019,14822.23,2025-03-31
H005124,C003012,P028,100000.0,2024-12-08
H005125,C003012,P025,38393.85,2026-01-21
H005126,C003012,P010,50000.0,2025-04-16
H005127,C004717,P001,90600.98,2025-07-10
H005128,C000926,P015,50000.0,2025-07-30
H005129,C000296,P014,53031.72,2025-07-22
H005130,C000296,P011,59905.91,2024-08-23
H005131,C001053,P001,50000.0,2024-09-07
H005132,C001053,P030,10296.86,2024-11-13
H005133,C002708,P016,112291.83,2025-03-25
H005134,C003214,P029,32658.96,2025-02-17
H005135,C006921,P029,104390.57,2025-04-05
H005136,C006921,P008,15846.81,2025-03-08
H005137,C006921,P011,27843.82,2025-04-28
H005138,C006921,P007,52242.33,2024-06-03
H005139,C002868,P023,4784.51,2025-04-25
H005140,C002790,P020,12307.07,2024-08-29
H005141,C000945,P024,65915.36,2024-10-03
H005142,C000945,P005,100000.0,2025-12-20
H005143,C000945,P004,37375.18,2025-05-23
H005144,C006369,P026,100268.28,2025-06-08
H005145,C006369,P006,50000.0,2025-05-10
H005146,C006369,P008,15282.19,2025-03-02
H005147,C006643,P022,25878.67,2025-10-11
H005148,C006643,P009,50000.0,2024-09-28
H005149,C006643,P021,194471.89,2025-02-10
H005150,C000013,P024,18612.51,2024-10-30
H005151,C001118,P007,197301.31,2025-09-22
H005152,C001118,P002,16953.41,2025-10-21
H005153,C005835,P021,100000.0,2025-05-02
H005154,C005835,P028,100000.0,2024-12-26
H005155,C005835,P022,14413.55,2024-11-09
H005156,C007826,P015,50000.0,2025-03-24
H005157,C007826,P024,30767.09,2025-02-18
H005158,C007826,P010,50000.0,2025-10-18
H005159,C005486,P002,278642.28,2025-05-02
H005160,C003122,P011,33894.54,2025-10-14
H005161,C003122,P005,100000.0,2025-06-23
H005162,C003122,P023,15227.47,2025-07-21
H005163,C004873,P029,22517.53,2025-10-11
H005164,C004873,P014,14046.02,2025-03-13
H005165,C001320,P017,32267.76,2024-06-24
H005166,C000780,P019,40110.44,2025-01-21
H005167,C007816,P002,106073.08,2025-05-23
H005168,C007816,P007,50000.0,2025-01-07
H005169,C007816,P023,140667.64,2025-10-22
H005170,C007321,P009,50000.0,2025-11-24
H005171,C007321,P016,100000.0,2024-07-24
H005172,C007321,P021,100000.0,2024-07-30
H005173,C003618,P008,14039.81,2025-05-16
H005174,C003766,P017,40435.98,2024-12-08
H005175,C003766,P011,11939.52,2025-03-12
H005176,C003766,P019,20363.5,2025-10-09
H005177,C000434,P030,33790.64,2024-06-18
H005178,C000434,P022,25746.97,2025-02-04
H005179,C000434,P030,32281.67,2025-12-31
H005180,C000654,P018,13382.63,2025-10-14
H005181,C000654,P020,13659.98,2025-12-02
H005182,C002478,P008,16375.13,2025-07-04
H005183,C002478,P030,33261.55,2025-07-24
H005184,C002478,P015,50000.0,2025-12-27
H005185,C005268,P029,62677.09,2024-11-29
H005186,C005936,P012,35846.91,2025-12-15
H005187,C004830,P017,15043.34,2025-04-04
H005188,C004623,P007,50000.0,2024-11-23
H005189,C004623,P007,164889.1,2025-02-06
H005190,C003056,P029,54187.29,2025-01-13
H005191,C003056,P024,28719.67,2024-10-29
H005192,C007797,P023,18971.29,2025-11-05
H005193,C004049,P004,22289.11,2025-02-23
H005194,C004049,P014,72915.16,2024-11-17
H005195,C004049,P023,18986.51,2025-06-18
H005196,C002887,P030,23162.51,2025-10-23
H005197,C002887,P028,100000.0,2025-03-06
H005198,C006459,P013,30228.57,2025-06-03
H005199,C004783,P008,23315.61,2025-03-31
H005200,C004783,P027,100000.0,2025-03-24
H005201,C004783,P024,49234.97,2025-04-17
H005202,C004783,P019,71017.03,2024-10-14
H005203,C005838,P007,50000.0,2025-03-12
H005204,C005838,P020,35830.22,2024-06-05
H005205,C003707,P023,144471.85,2025-06-04
H005206,C002985,P028,100000.0,2025-11-12
H005207,C002985,P003,50000.0,2026-01-03
H005208,C005567,P019,13643.25,2024-09-25
H005209,C005567,P029,31240.52,2025-01-04
H005210,C000571,P016,100000.0,2025-10-20
H005211,C000571,P019,4601.91,2025-10-13
H005212,C005063,P012,21359.07,2025-06-09
H005213,C005063,P004,18380.85,2025-01-26
H005214,C004054,P029,16558.32,2025-04-09
H005215,C004054,P010,50000.0,2025-02-27
H005216,C004856,P028,100000.0,2025-02-04
H005217,C004856,P019,14869.42,2024-11-15
H005218,C004101,P011,11464.2,2025-04-28
H005219,C001746,P021,100000.0,2024-07-07
H005220,C001746,P025,36169.03,2025-01-08
H005221,C002742,P020,28790.85,2025-05-25
H005222,C002742,P029,10000.0,2025-03-14
H005223,C002742,P013,148732.83,2025-08-10
H005224,C002742,P029,19483.33,2025-01-26
H005225,C001591,P024,125344.36,2024-12-04
H005226,C001591,P007,50000.0,2024-08-05
H005227,C003821,P026,30639.71,2025-04-02
H005228,C003821,P006,50000.0,2025-01-06
H005229,C000288,P026,11973.53,2025-01-15
H005230,C000288,P016,100000.0,2024-08-12
H005231,C000288,P009,50000.0,2025-01-06
H005232,C000288,P029,24010.84,2025-03-29
H005233,C001739,P012,19532.62,2025-07-28
H005234,C001739,P015,50000.0,2026-01-13
H005235,C005024,P008,29500.89,2025-07-03
H005236,C007070,P015,50000.0,2025-07-20
H005237,C007070,P030,38945.7,2025-09-27
H005238,C003434,P009,75962.02,2025-06-16
H005239,C006751,P001,50000.0,2025-05-29
H005240,C006751,P011,17620.82,2025-11-17
H005241,C005482,P014,22680.5,2024-12-08
H005242,C005482,P025,19056.27,2025-04-22
H005243,C005771,P027,100000.0,2025-07-15
H005244,C005771,P014,51331.31,2025-02-08
H005245,C005771,P006,54705.38,2025-09-19
H005246,C002828,P024,9941.09,2024-11-29
H005247,C002828,P006,74600.59,2024-12-20
H005248,C002828,P015,50000.0,2025-02-14
H005249,C002828,P024,28101.84,2025-03-10
H005250,C001685,P008,32394.93,2025-09-29
H005251,C005222,P004,27469.92,2025-07-05
H005252,C005222,P002,21790.81,2024-10-01
H005253,C001339,P004,71432.05,2025-09-15
H005254,C001339,P004,8435.79,2025-02-04
H005255,C004318,P030,28712.53,2025-03-20
H005256,C004318,P007,50000.0,2025-06-18
H005257,C004318,P007,96893.3,2025-01-20
H005258,C002743,P020,17311.35,2024-08-07
H005259,C002743,P013,10854.64,2025-11-08
H005260,C006983,P019,47417.41,2025-03-09
H005261,C006983,P019,76727.4,2025-04-21
H005262,C006570,P018,19361.68,2025-07-26
H005263,C006570,P006,142412.91,2024-11-01
H005264,C003870,P008,16107.34,2025-08-30
H005265,C005709,P025,29234.57,2025-03-12
H005266,C005709,P024,31427.23,2025-08-17
H005267,C002903,P029,15961.12,2025-03-06
H005268,C002259,P001,50000.0,2024-07-02
H005269,C002259,P014,75975.84,2024-12-20
H005270,C004641,P013,34798.13,2025-07-19
H005271,C003956,P004,75069.19,2025-10-15
H005272,C003956,P006,50000.0,2024-11-23
H005273,C003956,P007,50000.0,2025-12-17
H005274,C006595,P011,25024.31,2025-04-17
H005275,C007594,P028,100000.0,2024-06-15
H005276,C007594,P017,13261.23,2025-11-06
H005277,C007594,P020,16373.53,2025-02-08
H005278,C004411,P027,100000.0,2025-07-09
H005279,C004411,P019,57081.37,2025-01-28
H005280,C001565,P022,52478.03,2025-08-29
H005281,C001565,P017,74718.22,2025-07-24
H005282,C006115,P013,38413.84,2025-07-30
H005283,C006115,P001,50000.0,2025-09-12
H005284,C006115,P018,36825.38,2025-10-23
H005285,C004656,P013,56180.13,2026-01-16
H005286,C008000,P019,60969.21,2025-11-13
H005287,C008000,P030,42798.7,2025-01-04
H005288,C004763,P023,96064.05,2025-07-24
H005289,C004763,P009,50000.0,2025-04-22
H005290,C004763,P007,120430.28,2025-02-20
H005291,C004105,P029,14190.72,2025-09-13
H005292,C001232,P021,100000.0,2025-11-17
H005293,C001232,P018,10000.0,2026-01-18
H005294,C005303,P003,50000.0,2025-11-03
H005295,C001259,P007,50000.0,2025-08-14
H005296,C002255,P002,67492.74,2024-07-09
H005297,C002255,P028,100000.0,2024-08-20
H005298,C001952,P011,29027.3,2024-11-19
H005299,C001952,P015,50000.0,2025-05-08
H005300,C007438,P015,50000.0,2025-12-11
H005301,C007438,P012,20760.84,2025-11-30
H005302,C000114,P023,78590.7,2025-03-23
H005303,C000114,P004,10841.06,2025-02-08
H005304,C006797,P012,36882.9,2025-05-29
H005305,C006797,P027,100000.0,2025-04-28
H005306,C002510,P012,90992.56,2025-09-02
H005307,C002510,P011,69848.04,2024-09-15
H005308,C002510,P016,100000.0,2025-11-13
H005309,C005866,P025,30847.88,2025-06-01
H005310,C004048,P030,35000.35,2024-08-14
H005311,C004048,P007,50000.0,2025-09-23
H005312,C004048,P030,19430.39,2025-04-09
H005313,C002964,P029,10000.0,2025-04-11
H005314,C002964,P011,25755.07,2025-12-16
H005315,C002964,P002,36312.49,2024-07-11
H005316,C002964,P024,26480.06,2025-07-03
H005317,C002549,P019,17337.46,2025-10-05
H005318,C004106,P021,100000.0,2025-02-18
H005319,C004106,P029,12664.74,2025-12-28
H005320,C000508,P017,13780.75,2025-04-09
H005321,C004731,P013,47459.66,2025-07-18
H005322,C004681,P017,17756.09,2025-02-13
H005323,C004681,P008,21947.42,2025-05-09
H005324,C004681,P018,42498.04,2025-03-13
H005325,C004681,P024,41938.47,2024-11-19
H005326,C005745,P015,50000.0,2025-09-21
H005327,C005745,P027,100000.0,2025-07-30
H005328,C005745,P013,19960.55,2025-06-02
H005329,C004254,P009,81703.79,2025-08-29
H005330,C002851,P012,48154.91,2025-08-31
H005331,C002851,P018,14536.82,2025-09-01
H005332,C004688,P009,61423.1,2025-08-11
H005333,C004688,P019,9636.66,2024-08-15
H005334,C004265,P012,51939.51,2025-05-18
H005335,C004265,P019,20527.83,2026-01-20
H005336,C007528,P026,18223.06,2025-09-13
H005337,C007528,P013,84921.2,2025-09-06
H005338,C007528,P012,10000.0,2025-06-25
H005339,C007528,P019,24913.45,2025-11-15
H005340,C000351,P017,23474.88,2024-10-07
H005341,C000351,P018,28283.74,2024-09-10
H005342,C004743,P012,38289.81,2025-11-07
H005343,C005078,P006,50000.0,2025-03-20
H005344,C004487,P014,14998.73,2025-02-21
H005345,C002506,P028,100000.0,2024-11-10
H005346,C002506,P007,50000.0,2025-09-09
H005347,C002506,P007,50000.0,2025-03-23
H005348,C002621,P015,50000.0,2025-05-22
H005349,C002621,P019,10616.64,2024-12-10
H005350,C005843,P013,10000.0,2025-07-02
H005351,C005843,P018,92327.43,2025-03-25
H005352,C005843,P004,14321.25,2025-08-05
H005353,C005843,P018,78962.44,2025-04-23
H005354,C001115,P021,108687.9,2025-07-12
H005355,C001115,P025,36309.42,2025-08-11
H005356,C001115,P004,5293.23,2024-06-14
H005357,C002847,P023,137645.78,2025-05-11
H005358,C002847,P024,13336.95,2025-02-01
H005359,C002847,P002,40539.66,2024-11-11
H005360,C005657,P029,61288.17,2024-11-21
H005361,C005657,P029,21574.75,2025-01-15
H005362,C005657,P023,38534.83,2025-12-04
H005363,C005657,P016,100000.0,2024-09-07
H005364,C000299,P017,34230.38,2024-08-09
H005365,C001676,P023,12122.52,2025-05-07
H005366,C001676,P030,22846.94,2025-07-26
H005367,C006355,P021,100000.0,2025-02-15
H005368,C006355,P012,28813.69,2025-12-13
H005369,C007580,P020,54468.43,2024-12-11
H005370,C004316,P007,68855.37,2024-11-29
H005371,C004316,P006,50000.0,2024-07-23
H005372,C004316,P020,11576.74,2024-12-17
H005373,C006105,P014,10106.27,2024-12-04
H005374,C006105,P026,330980.6,2025-04-15
H005375,C006534,P023,8898.99,2025-04-11
H005376,C006534,P020,13389.24,2025-08-26
H005377,C003606,P013,10751.25,2025-08-13
H005378,C003669,P018,75900.28,2025-03-30
H005379,C003669,P004,9466.17,2024-06-19
H005380,C000230,P004,106172.2,2025-12-29
H005381,C000230,P007,66192.89,2025-05-12
H005382,C000230,P023,56922.96,2025-04-30
H005383,C000077,P030,10153.62,2025-10-10
H005384,C006007,P019,27685.37,2024-11-25
H005385,C006007,P029,23778.83,2025-01-16
H005386,C006007,P025,29144.69,2025-09-02
H005387,C006007,P006,50000.0,2025-02-13
H005388,C005560,P025,21217.05,2025-02-23
H005389,C005560,P028,100000.0,2026-01-05
H005390,C005560,P020,23557.63,2025-12-01
H005391,C007791,P026,30422.3,2025-06-01
H005392,C005155,P002,45798.49,2024-07-02
H005393,C005155,P015,50000.0,2025-07-08
H005394,C005155,P014,21401.19,2025-07-03
H005395,C002104,P005,100000.0,2025-12-06
H005396,C007435,P020,10000.0,2024-07-10
H005397,C006540,P021,100000.0,2025-06-27
H005398,C007008,P016,100000.0,2025-01-21
H005399,C007008,P016,100000.0,2024-12-30
H005400,C003298,P015,50000.0,2025-06-28
H005401,C003298,P007,65843.37,2025-09-06
H005402,C003298,P007,50000.0,2025-09-16
H005403,C005550,P004,7595.88,2025-02-12
H005404,C006001,P015,50000.0,2025-11-13
H005405,C000608,P007,50000.0,2024-06-30
H005406,C000608,P012,25251.43,2025-07-27
H005407,C000608,P029,32655.03,2025-06-27
H005408,C003853,P028,100000.0,2025-07-28
H005409,C003853,P026,29575.41,2025-02-08
H005410,C003853,P014,37017.95,2025-01-20
H005411,C004729,P011,16165.94,2024-10-29
H005412,C004729,P021,100000.0,2025-09-17
H005413,C002623,P015,168492.05,2025-07-26
H005414,C006486,P024,21742.85,2024-11-26
H005415,C006486,P025,21063.51,2025-02-02
H005416,C006486,P002,169635.66,2025-12-19
H005417,C007857,P016,100000.0,2024-06-21
H005418,C007857,P014,11824.72,2024-12-02
H005419,C007857,P026,57949.73,2024-08-17
H005420,C007857,P018,50600.33,2025-02-06
H005421,C007595,P007,110137.43,2024-10-30
H005422,C000204,P013,15886.6,2025-11-08
H005423,C002388,P009,50000.0,2024-12-13
H005424,C002388,P023,31460.7,2025-04-27
H005425,C002388,P008,44831.91,2025-08-22
H005426,C003690,P017,55916.54,2024-09-15
H005427,C004610,P027,100000.0,2025-07-05
H005428,C000838,P001,50000.0,2024-06-30
H005429,C000838,P020,223602.96,2025-11-04
H005430,C000838,P024,123609.29,2024-11-29
H005431,C000838,P026,2494.48,2025-05-02
H005432,C002935,P018,76533.13,2024-06-19
H005433,C002935,P025,22595.52,2025-09-17
H005434,C005458,P024,70342.88,2025-11-03
H005435,C005458,P029,11242.92,2025-11-24
H005436,C007934,P017,56552.04,2024-08-21
H005437,C007934,P026,47535.33,2025-03-02
H005438,C007934,P021,100000.0,2024-08-03
H005439,C007934,P014,22475.66,2025-01-21
H005440,C001231,P019,19922.03,2025-04-22
H005441,C006081,P009,50000.0,2024-06-21
H005442,C006081,P017,6177.7,2024-07-27
H005443,C001610,P015,53220.52,2025-12-02
H005444,C001610,P018,15036.22,2025-03-17
H005445,C001610,P008,29989.88,2025-06-08
H005446,C007485,P013,10165.47,2025-09-04
H005447,C007485,P022,22418.06,2025-04-14
H005448,C003479,P021,100000.0,2025-10-12
H005449,C003479,P004,13934.62,2025-03-13
H005450,C003479,P021,114975.81,2024-09-04
H005451,C006539,P023,55462.72,2025-01-11
H005452,C006539,P003,50000.0,2025-10-18
H005453,C006539,P027,100000.0,2025-03-18
H005454,C007621,P008,35297.78,2025-12-07
H005455,C007621,P005,100000.0,2024-08-05
H005456,C006747,P011,59277.28,2025-01-05
H005457,C002733,P007,50000.0,2026-01-10
H005458,C002733,P006,50000.0,2025-11-16
H005459,C002733,P017,21275.0,2025-09-30
H005460,C002733,P012,124629.72,2025-10-12
H005461,C005352,P014,175079.41,2025-07-10
H005462,C005352,P020,95560.51,2024-10-29
H005463,C005352,P016,100000.0,2025-05-09
H005464,C006861,P029,18342.02,2025-12-22
H005465,C006293,P013,10000.0,2025-12-12
H005466,C003338,P009,50000.0,2025-03-12
H005467,C003338,P014,21073.23,2025-11-09
H005468,C003732,P028,100000.0,2024-09-19
H005469,C006110,P012,18748.91,2025-05-24
H005470,C006110,P022,53072.54,2024-10-24
H005471,C004891,P014,17083.41,2025-08-13
H005472,C004057,P005,100000.0,2025-12-13
H005473,C000658,P015,50000.0,2025-02-18
H005474,C000658,P022,39854.46,2024-11-13
H005475,C000658,P026,6142.4,2025-08-13
H005476,C000791,P014,90010.98,2025-02-13
H005477,C000791,P028,100000.0,2025-02-09
H005478,C000791,P024,68960.46,2025-09-17
H005479,C003541,P018,17679.56,2024-10-28
H005480,C006250,P006,51317.25,2025-01-19
H005481,C006250,P004,36963.62,2025-01-09
H005482,C006603,P030,26514.92,2025-04-30
H005483,C006603,P024,48353.28,2025-03-24
H005484,C002562,P017,18281.02,2025-04-01
H005485,C002562,P019,51914.96,2024-07-21
H005486,C003967,P003,50000.0,2025-05-15
H005487,C003967,P028,100000.0,2024-11-22
H005488,C001360,P030,21179.48,2024-12-03
H005489,C001360,P002,17607.35,2025-08-07
H005490,C007343,P027,100000.0,2026-01-02
H005491,C007343,P029,35443.79,2024-12-29
H005492,C002348,P016,100000.0,2025-03-25
H005493,C002348,P023,39060.82,2025-10-20
H005494,C005433,P022,49838.98,2024-07-25
H005495,C005433,P003,50000.0,2025-08-27
H005496,C005433,P030,14828.31,2025-05-04
H005497,C004631,P002,9576.29,2025-03-02
H005498,C004631,P015,85898.86,2025-03-16
H005499,C004631,P019,18727.8,2025-12-02
H005500,C004631,P012,21398.17,2025-12-28
H005501,C002782,P015,50000.0,2025-09-02
H005502,C002782,P014,24411.86,2025-06-05
H005503,C005928,P029,19388.25,2025-10-06
H005504,C007360,P017,47054.94,2024-12-24
H005505,C007360,P023,9718.87,2025-04-22
H005506,C006083,P026,37455.15,2025-09-26
H005507,C006083,P007,76253.92,2025-07-22
H005508,C006997,P022,113239.64,2024-12-13
H005509,C006997,P012,30878.3,2025-07-04
H005510,C006997,P017,9993.17,2025-02-28
H005511,C003498,P012,312902.08,2025-12-19
H005512,C003498,P007,126976.65,2025-08-30
H005513,C000616,P001,50000.0,2025-09-11
H005514,C000616,P015,50000.0,2025-02-16
H005515,C000616,P018,13224.72,2025-11-23
H005516,C002576,P027,100000.0,2025-03-09
